date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:54	29264/29264	---M--	200	added ('OK')	application/font-woff2	etag:%220b489a4c6e25f1810c2680f15a7fd882016a5e95%22	https://use.typekit.net/af/36a2f5/00000000000000007735c877/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/36a2f5/00000000000000007735c877/30/l652f	(from https://use.typekit.net/wiy8oob.css)
18:01:54	30916/30916	---M--	200	added ('OK')	application/font-woff	etag:%220b489a4c6e25f1810c2680f15a7fd882016a5e95%22	https://use.typekit.net/af/36a2f5/00000000000000007735c877/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/36a2f5/00000000000000007735c877/30/d652f	(from https://use.typekit.net/wiy8oob.css)
18:01:55	61352/61352	---M-Z	200	added ('OK')	font/opentype	etag:W/%220b489a4c6e25f1810c2680f15a7fd882016a5e95%22	https://use.typekit.net/af/36a2f5/00000000000000007735c877/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/36a2f5/00000000000000007735c877/30/a652f	(from https://use.typekit.net/wiy8oob.css)
18:01:55	30624/30624	---M--	200	added ('OK')	application/font-woff2	etag:%22ce8b25ae7d99c4675a4a2a395852411b20dfe7f3%22	https://use.typekit.net/af/29fa5e/00000000000000007735c87b/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/29fa5e/00000000000000007735c87b/30/le265	(from https://use.typekit.net/wiy8oob.css)
18:01:55	32328/32328	---M--	200	added ('OK')	application/font-woff	etag:%22ce8b25ae7d99c4675a4a2a395852411b20dfe7f3%22	https://use.typekit.net/af/29fa5e/00000000000000007735c87b/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/29fa5e/00000000000000007735c87b/30/de265	(from https://use.typekit.net/wiy8oob.css)
18:01:55	64160/64160	---M-Z	200	added ('OK')	font/opentype	etag:W/%22ce8b25ae7d99c4675a4a2a395852411b20dfe7f3%22	https://use.typekit.net/af/29fa5e/00000000000000007735c87b/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/29fa5e/00000000000000007735c87b/30/ae265	(from https://use.typekit.net/wiy8oob.css)
18:01:56	28196/28196	---M--	200	added ('OK')	application/font-woff2	etag:%22e684df01581718ab093f0a286aa7d206dc9b93d8%22	https://use.typekit.net/af/3e504d/00000000000000007735c85b/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3e504d/00000000000000007735c85b/30/le196	(from https://use.typekit.net/wiy8oob.css)
18:01:56	29228/29228	---M--	200	added ('OK')	application/font-woff	etag:%22e684df01581718ab093f0a286aa7d206dc9b93d8%22	https://use.typekit.net/af/3e504d/00000000000000007735c85b/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3e504d/00000000000000007735c85b/30/de196	(from https://use.typekit.net/wiy8oob.css)
18:01:56	59224/59224	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e684df01581718ab093f0a286aa7d206dc9b93d8%22	https://use.typekit.net/af/3e504d/00000000000000007735c85b/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3e504d/00000000000000007735c85b/30/ae196	(from https://use.typekit.net/wiy8oob.css)
18:01:56	30048/30048	---M--	200	added ('OK')	application/font-woff2	etag:%226456063dc3e099635e9dd81ab2d1d9cdee22f598%22	https://use.typekit.net/af/db0d0a/00000000000000007735c85f/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/db0d0a/00000000000000007735c85f/30/lfdcc	(from https://use.typekit.net/wiy8oob.css)
18:01:57	31532/31532	---M--	200	added ('OK')	application/font-woff	etag:%226456063dc3e099635e9dd81ab2d1d9cdee22f598%22	https://use.typekit.net/af/db0d0a/00000000000000007735c85f/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/db0d0a/00000000000000007735c85f/30/dfdcc	(from https://use.typekit.net/wiy8oob.css)
18:01:57	63012/63012	---M-Z	200	added ('OK')	font/opentype	etag:W/%226456063dc3e099635e9dd81ab2d1d9cdee22f598%22	https://use.typekit.net/af/db0d0a/00000000000000007735c85f/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/db0d0a/00000000000000007735c85f/30/afdcc	(from https://use.typekit.net/wiy8oob.css)
18:01:58	28932/28932	---M--	200	added ('OK')	application/font-woff2	etag:%228760ecfc08fc32fd91ebdb2b78f4a2b5482c467f%22	https://use.typekit.net/af/90e1f3/00000000000000007735c870/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/90e1f3/00000000000000007735c870/30/l652f	(from https://use.typekit.net/wiy8oob.css)
18:01:58	30484/30484	---M--	200	added ('OK')	application/font-woff	etag:%228760ecfc08fc32fd91ebdb2b78f4a2b5482c467f%22	https://use.typekit.net/af/90e1f3/00000000000000007735c870/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/90e1f3/00000000000000007735c870/30/d652f	(from https://use.typekit.net/wiy8oob.css)
18:01:58	61324/61324	---M-Z	200	added ('OK')	font/opentype	etag:W/%228760ecfc08fc32fd91ebdb2b78f4a2b5482c467f%22	https://use.typekit.net/af/90e1f3/00000000000000007735c870/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/90e1f3/00000000000000007735c870/30/a652f	(from https://use.typekit.net/wiy8oob.css)
18:01:58	30520/30520	---M--	200	added ('OK')	application/font-woff2	etag:%22bdc833e79d5a99a0fd6f5b8b1c978da9e081816c%22	https://use.typekit.net/af/7444bf/00000000000000007735c873/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/7444bf/00000000000000007735c873/30/le265	(from https://use.typekit.net/wiy8oob.css)
18:01:58	32248/32248	---M--	200	added ('OK')	application/font-woff	etag:%22bdc833e79d5a99a0fd6f5b8b1c978da9e081816c%22	https://use.typekit.net/af/7444bf/00000000000000007735c873/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/7444bf/00000000000000007735c873/30/de265	(from https://use.typekit.net/wiy8oob.css)
18:02:00	64596/64596	---M-Z	200	added ('OK')	font/opentype	etag:W/%22bdc833e79d5a99a0fd6f5b8b1c978da9e081816c%22	https://use.typekit.net/af/7444bf/00000000000000007735c873/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/7444bf/00000000000000007735c873/30/ae265	(from https://use.typekit.net/wiy8oob.css)
18:02:01	28100/28100	---M--	200	added ('OK')	application/font-woff2	etag:%2200784c6b8f96be4078e2164f89eb965a38cd789b%22	https://use.typekit.net/af/c66587/00000000000000007735c865/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/c66587/00000000000000007735c865/30/le196	(from https://use.typekit.net/wiy8oob.css)
18:02:01	29488/29488	---M--	200	added ('OK')	application/font-woff	etag:%2200784c6b8f96be4078e2164f89eb965a38cd789b%22	https://use.typekit.net/af/c66587/00000000000000007735c865/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/c66587/00000000000000007735c865/30/de196	(from https://use.typekit.net/wiy8oob.css)
18:02:03	58556/58556	---M-Z	200	added ('OK')	font/opentype	etag:W/%2200784c6b8f96be4078e2164f89eb965a38cd789b%22	https://use.typekit.net/af/c66587/00000000000000007735c865/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/c66587/00000000000000007735c865/30/ae196	(from https://use.typekit.net/wiy8oob.css)
18:02:03	30080/30080	---M--	200	added ('OK')	application/font-woff2	etag:%22165192e83606caa35aa2afbc7afac673e486253f%22	https://use.typekit.net/af/794c97/00000000000000007735c868/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/794c97/00000000000000007735c868/30/lfdcc	(from https://use.typekit.net/wiy8oob.css)
18:02:03	31416/31416	---M--	200	added ('OK')	application/font-woff	etag:%22165192e83606caa35aa2afbc7afac673e486253f%22	https://use.typekit.net/af/794c97/00000000000000007735c868/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/794c97/00000000000000007735c868/30/dfdcc	(from https://use.typekit.net/wiy8oob.css)
18:02:03	62096/62096	---M-Z	200	added ('OK')	font/opentype	etag:W/%22165192e83606caa35aa2afbc7afac673e486253f%22	https://use.typekit.net/af/794c97/00000000000000007735c868/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i4&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/794c97/00000000000000007735c868/30/afdcc	(from https://use.typekit.net/wiy8oob.css)
18:02:04	28568/28568	---M--	200	added ('OK')	application/font-woff2	etag:%22358c265affbf07eb59adc917cbd0d9032f5a76fb%22	https://use.typekit.net/af/e8ed45/00000000000000007735c879/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/e8ed45/00000000000000007735c879/30/l652f	(from https://use.typekit.net/wiy8oob.css)
18:02:04	29972/29972	---M--	200	added ('OK')	application/font-woff	etag:%22358c265affbf07eb59adc917cbd0d9032f5a76fb%22	https://use.typekit.net/af/e8ed45/00000000000000007735c879/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/e8ed45/00000000000000007735c879/30/d652f	(from https://use.typekit.net/wiy8oob.css)
18:02:05	59740/59740	---M-Z	200	added ('OK')	font/opentype	etag:W/%22358c265affbf07eb59adc917cbd0d9032f5a76fb%22	https://use.typekit.net/af/e8ed45/00000000000000007735c879/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/e8ed45/00000000000000007735c879/30/a652f	(from https://use.typekit.net/wiy8oob.css)
18:02:05	30144/30144	---M--	200	added ('OK')	application/font-woff2	etag:%22323af6fa7f6f7fff3e257c8ce936da1429a50cf0%22	https://use.typekit.net/af/3ff681/00000000000000007735c87a/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3ff681/00000000000000007735c87a/30/le265	(from https://use.typekit.net/wiy8oob.css)
18:02:05	31452/31452	---M--	200	added ('OK')	application/font-woff	etag:%22323af6fa7f6f7fff3e257c8ce936da1429a50cf0%22	https://use.typekit.net/af/3ff681/00000000000000007735c87a/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3ff681/00000000000000007735c87a/30/de265	(from https://use.typekit.net/wiy8oob.css)
18:02:07	62288/62288	---M-Z	200	added ('OK')	font/opentype	etag:W/%22323af6fa7f6f7fff3e257c8ce936da1429a50cf0%22	https://use.typekit.net/af/3ff681/00000000000000007735c87a/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	D:/CONTENT%20HUB/CONTENT%20HUB/use.typekit.net/af/3ff681/00000000000000007735c87a/30/ae265	(from https://use.typekit.net/wiy8oob.css)
18:02:08	1/1	---M--	200	added ('OK')	text/plain	etag:%22678047c2-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/wiy8oob.css)
18:02:08	0/-1	---M--	502	error ('')			https://www.saas-hackers.com/job-descriptions/community-marketing-manager	D:/CONTENT%20HUB/CONTENT%20HUB/www.saas-hackers.com/job-descriptions/community-marketing-manager.html	(from https://www.saas-hackers.com/job-descriptions/content-creator)
18:02:08	0/-1	---M--	502	error ('')			https://www.saas-hackers.com/job-descriptions/community-marketing-manager	D:/CONTENT%20HUB/CONTENT%20HUB/www.saas-hackers.com/job-descriptions/community-marketing-manager.html	(from https://www.saas-hackers.com/job-descriptions/content-creator)
